SMILES,%F,SOURCE
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,76.0,Kim
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,40.0,Hou
CN(C)CC[C@@H](c1ccccc1)c1ccccn1,99.0,Hou
CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,71.0,Hou
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,95.0,Hou
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,97.0,Kim
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,15.0,Hou
CN1C(=O)CC[C@H]1c1cccnc1,97.0,Hou
NCCCNCCSP(=O)(O)O,100.0,Hou
COc1ccc(OC)c([C@@H](O)CNC(=O)CN)c1,93.0,chembl25
NC(=O)OCC(COC(N)=O)c1ccccc1,90.0,Hou
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,22.0,Hou
NN=c1cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,75.0,Kim
OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,1.0,Hou
O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,75.0,Hou
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,99.0,Kim
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,55.0,Hou
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,64.0,Hou
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,0.0,Kim
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,40.0,Kim
C[N+]1(CC2CC2)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.0,Kim
CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)[C@H]1C,3.0,Hou
C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,25.0,chembl25
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,82.0,Hou
CCCCC1C(=O)C(=O)N(c2ccccc2)N1c1ccccc1,90.0,Kim
COc1cc(C)c([S@@](C)=O)cc1OC,85.0,Hou
CC1=NNC2=CN=C(c3ccccc3Cl)c3cc(Cl)ccc3N21,44.0,Hou
CC[C@@H](CO)NCCN[C@@H](CC)CO,77.0,chembl25
CCCC(CCC)C(=O)O,100.0,Hou
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,30.0,Hou
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,55.0,Kim
CCCc1cc(=O)[nH]c(=S)[nH]1,85.0,Hou
CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12,46.0,chembl25
CSCC(NC(=O)COc1nccc2ccccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C,40.0,Kim
O=c1[nH]c2ccccc2n1CCCN1CCC(Nn2c(=O)[nH]c3cc(Cl)ccc32)CC1,15.0,Hou
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,34.0,Hou
CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C2,50.0,Hou
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,28.0,Hou
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,98.0,Hou
Cc1cc(=O)n(-c2ccccc2)n1C,99.0,Hou
Cc1cn([C@@H]2C=C[C@H](CO)O2)c(=O)nc1N,82.0,Hou
CN1CC(=O)N=C1N,80.0,chembl25
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,10.0,Hou
CC(C)COCC(CN1CCCC1)N(Cc1ccccc1)c1ccccc1,61.0,Kim
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CCC[C@]314,1.0,Hou
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,80.0,Hou
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,28.0,Hou
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,50.0,Hou
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,60.0,Kim
CC(=O)c1cc([C@@H](O)CN[C@H](C)CCc2ccccc2)ccc1O,12.0,Hou
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,25.0,Hou
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,99.0,Kim
C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,99.0,Kim
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,3.0,Kim
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,65.0,Kim
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,50.0,Hou
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,32.0,Hou
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,97.599998,Hou
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.0,Hou
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,78.0,chembl25
N[C@@H](Cc1ccccc1)C(=O)O,100.0,chembl25
COc1ccnc(C[S@@](=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,77.0,Hou
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.0,Hou
CCOC(=O)O[C@H](C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,0.0,Hou
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,85.0,Hou
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,40.0,Hou
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,80.0,chembl25
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)O)cc3c(N)c(S(=O)(=O)O)cc(c23)C1=O,0.0,Hou
C[C@@H](N/C(=N/c1ccncc1)NC#N)C(C)(C)C,57.0,chembl25
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,14.0,Kim
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,92.0,Kim
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,39.0,Hou
CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,85.0,Hou
C#CCN[C@@H]1CCc2ccccc21,36.0,Hou
CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,80.0,chembl25
Nc1ccn(C2CSC(CO)O2)c(=O)n1,86.0,Kim
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,18.0,Hou
NS(=O)(=O)c1cc(Cl)cc(NCc2ccco2)c1C(=O)O,71.0,Hou
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,37.0,Kim
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,5.0,Kim
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,70.0,Kim
NC(N)=NCCC[C@@H](N)C(=O)O,68.0,Hou
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,80.0,Kim
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,70.0,chembl25
CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,16.0,Hou
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,7.0,Hou
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,35.0,Hou
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,100.0,Hou
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,0.0,Hou
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,82.0,Kim
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,1.8,Hou
CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,29.0,Kim
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,38.0,Kim
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,72.0,chembl25
CC(Cc1ccc(O)cc1)NC(O)Cc1cc(O)cc(O)c1,2.0,Kim
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,15.0,Kim
CNCCCC12CCC(c3ccccc31)c1ccccc12,68.0,Hou
CN(C)CCCN1c2ccccc2Sc2ccccc21,16.25,Hou
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(C(=N)NO)cc1)C1CCCCC1,21.0,Hou
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,13.0,Kim
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,7.0,Kim
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@@H](Cc1ccccc1)NS2(=O)=O,90.0,Hou
CC(NC(=NC#N)Nc1ccncc1)C(C)(C)C,57.0,Kim
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,97.0,Hou
O=C1NNC(=O)C1(c1ccccc1)c1ccccc1,90.0,Hou
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@H]1O,93.0,chembl25
CC(C)(C)NCC(O)c1ccccc1Cl,48.0,Kim
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,4.0,Hou
O=C(O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,26.0,Kim
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,65.0,Kim
C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,70.0,chembl25
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,35.0,chembl25
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,15.0,Hou
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,10.0,Kim
COc1ccc(CCN(C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,19.0,Hou
N[C@@H]1CONC1=O,80.0,Hou
CCC(C(N)=O)(C(N)=O)c1ccccc1,91.0,Hou
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,15.0,Hou
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,53.0,Kim
CC(=O)Oc1ccccc1C(=O)O,68.0,Hou
O=C1c2ccccc2C(=O)C1c1ccccc1,97.0,Hou
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,70.0,Kim
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N\N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,70.0,Hou
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12,19.5,chembl25
O=C1C=CC=C/C1=C1\N/C(=C2/C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1,70.0,Hou
CC(=O)NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1.0,Hou
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,0.0,Hou
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,77.5,Hou
O=[P@]1(N(CCCl)CCCl)OCCCN1CCCl,100.0,Hou
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,33.0,Kim
N[C@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,66.0,Hou
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.0,Hou
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,24.0,Kim
NC(N)=NC(N)=NCCc1ccccc1,55.0,Kim
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,5.0,Hou
Nc1nc2ccc(OC(F)(F)F)cc2s1,64.0,Hou
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,99.0,Kim
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,100.0,Hou
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,100.0,chembl25
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(O)CC#N,94.0,Hou
CCCc1nc2c(n1Cc1ccc(-c3ccccc3C(=O)O)cc1)=C[C@H](c1nc3ccccc3n1C)CC=2C,43.0,Hou
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,60.0,Kim
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,24.700001,Kim
COC(=O)C(c1ccccc1)C1CCCCN1,22.0,Kim
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,97.5,Kim
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,42.0,Hou
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,60.0,Hou
O=C(N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,82.0,Hou
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,72.0,Kim
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.0,Kim
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,96.0,Kim
COc1cc(N)cn[n+]1-c1ccccc1,58.0,Kim
CC(C)C(=O)OCC(=O)C12OC(C3CCCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,1.0,Kim
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,52.0,Hou
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,97.0,Kim
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,90.0,Hou
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,15.0,Hou
CCNCC(O)c1cccc(O)c1,55.0,Kim
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,99.0,Kim
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,42.0,Hou
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C\c2ccc3ccc(Cl)cc3n2)c1,62.0,Hou
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@@H]2SC1,90.0,Hou
CN(C)CCCOC1C(C(O)CO)OC2OC(C)(C)OC21,63.0,Kim
CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)O,60.0,Kim
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,93.0,chembl25
Nc1ccn(C2COC(CO)S2)c(=O)n1,80.0,Kim
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,55.0,Hou
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,5.0,Hou
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,50.0,Hou
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,6.0,Hou
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,1.0,Kim
CC#CC[C@@H](C)[C@@H](O)/C=C\[C@@H]1[C@H]2C/C(=C\CCCC(=O)O)C[C@H]2C[C@H]1O,16.0,Hou
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,6.7,Kim
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,95.0,Kim
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,5.0,Kim
O[C@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,100.0,Hou
CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@@H]1C(=O)O,13.0,Hou
NC(C(=O)O)C(O)c1ccc(O)c(O)c1,90.0,Kim
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,77.0,Kim
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/C(=O)CC(=O)O)c3cnc(N)s3)[C@H]2SC1,47.0,Hou
CN1c2ccccc2N(CCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,99.0,Hou
CN1[C@@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,60.0,Hou
NC[C@@H]1O[C@H](CO[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,3.0,Hou
CCN(CC)CC(O)CNC(=O)c1c(OC)c2ccccc2n1-c1ccccc1,70.0,Kim
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1.0,Kim
NCC(O)c1ccc(O)c(O)c1,3.0,Kim
O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,100.0,Hou
CCOC(=O)n1ccn(C)c1=S,0.0,Hou
Nc1nc(=O)n([C@H]2CC[C@H](CO)O2)cc1F,93.0,Hou
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0.0,Hou
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,50.0,Hou
COc1ccc2c(c1)C(CCNC(C)=O)C=N2,12.0,Kim
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,50.0,Hou
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,1.0,Hou
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(=O)[O-])c3ccsc3)[C@H]([O-])N2[C@H]1C(=O)[O-],0.0,Hou
CCOC(=O)C1(c2ccccc2)CCN(CC[C@H](O)c2ccccc2)CC1,20.0,Hou
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.0,Hou
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,23.0,Kim
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,38.0,Hou
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,20.0,Hou
O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,75.0,Hou
CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,20.0,Kim
CN1CCO[C@@H](c2ccccc2)c2ccccc2C1,36.0,Hou
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,59.0,Hou
CCCc1cc(C(N)=S)ccn1,100.0,Hou
CCCCc1ncc(/C=C(/Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,13.0,Hou
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,91.0,Kim
C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1,80.0,chembl25
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,42.0,Hou
CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1,41.0,Hou
C[C@@H](CO)NC(=O)[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,50.0,Hou
N=C(N)c1ccc(CNC(=O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1,5.0,Kim
CC[C@@]1(c2cccc(O)c2)CCCCN(C)C1,9.0,Hou
CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,10.0,Hou
C[C@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,57.0,Hou
CN(C)[C@H]1C[C@H](c2c[nH]c3ccc(CC4COC(=O)N4)cc32)C1,41.0,chembl25
CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O,55.0,Hou
Cc1ncc([N+](=O)[O-])n1CCO,99.0,Hou
CN[C@@H](C)[C@H](O)c1ccccc1,85.0,Hou
CC(=O)[C@@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,25.0,Hou
CCCCCCCCCCCCCCCC(=O)OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)O)cc1,80.0,Hou
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,70.0,Hou
COC(=O)C1C2CC3C4=Nc5c(OC)cccc5C4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,50.0,Kim
CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0.0,Kim
CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,20.0,Kim
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],60.0,Hou
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,47.0,chembl25
CN(C)c1ccc(CSCCNC(=O)c2ccc[n+]([O-])c2)o1,60.0,Hou
Nc1ccn(C[C@H]2CO[P@](=O)(O)CO2)c(=O)n1,2.0,Hou
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,88.0,Hou
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,10.0,Hou
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,87.0,Kim
